startup,industry,funding_stage,amount_usd,description,year_found,founders,investors,funding_year,city,state,country
Deepsync,IT & Technology,Not classified,300000.0,"Deepsync is a revolutionary way to record your content, without you really speaking.",2018.0,"Ishan Sharma, Rishikesh Kumar",Venkat Raju,2020,Bengaluru,Karnataka,India
ConnectedH,Healthcare & Life Sciences,Not classified,3000000.0,The company’s vision is simple – Connected Healthcare.,2016.0,"Shubham Gupta, Suresh Singh",Not recorded,2020,Gurugram,Haryana,India
Reliance Retail,Online Retail,Not classified,10220000.0,"Retailer delivering superior value to its customers, suppliers and shareholders.",2006.0,Mukesh Ambani,Silver Lake Partners,2020,Mumbai,Maharashtra,India
QShala,IT & Technology,Not classified,300000.0,A platform that helps kids learn about life skills,2014.0,"Sachin Ravi, Raghav Chakravarthy",Not recorded,2020,Bengaluru,Karnataka,India
Pitstop,Online Retail,Not classified,1020000.0,"Pitstop owns and operates a network of garages that provides car repair, detailing",2015.0,Mihir Mohan Mishra,"Clairvest Group, Ontario Centres of Excellence",2020,Bengaluru,Karnataka,India
Zomato,Online Retail,Not classified,100000000.0,Get online food delivery from restaurants near you,2008.0,"Deepinder Goyal, Pankaj Chaddah","MacRitchie Investments, Baillie Gifford",2020,Haryana,Haryana,India
Customfit ai,Online Retail,Not classified,3000000.0,Operates on a SaaS model by providing a hyper-personalised website to users.,2019.0,"Ashwin Kumar, Shoaib Mohammed",Not recorded,2020,Bengaluru,Karnataka,India
Nirmata,IT & Technology,Not classified,3000000.0,Nirmata offers a complete solution for Kubernetes management and deployment for cloud-based apps,2013.0,"Damien Toledo, Jim Bugwadia, Ritesh Patel","Damien Toledo, Jim Bugwadia, Ritesh Patel",2020,San Francisco,California,United States
Hire Me Car,IT & Technology,Early Traction,3000000.0,HireMeCar.com offers customers the fastest and easiest way to plan road travel.,2015.0,Anmol Singh Jaggi,US based NRI Investors,2020,Noida,Uttar Pradesh,India
Oga Fit,Sports,Scaling,3000000.0,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,2017.0,Ashish Rawat,"Inflection Point Ventures, Mitesh Shah",2020,Bengaluru,Karnataka,India
ShipsKart,Online Retail,Scaling,200000.0,"ShipsKart platform that streamlines the way marine stores are ordered, approved and received on board with the help of technology.",2018.0,"Dhruv Sawhney, Vivek Sahi, Sunny Bagla",Betatron,2020,NCT Delhi,National Capital Territory,India
SquadStack,IT & Technology,Scaling,5000000.0,"Empowering consumer businesses to improve their sales conversions and funnel efficiency, using Artificial Intelligence & Data Science.",2014.0,"Apurv Agrawal, Kanika Jain, Rishabh Ladha, Vikas Gulati","Chiratae Ventures, Blume Ventures",2020,San Francisco,California,United States
Financepeer,IT & Technology,Scaling,3000000.0,Financepeer is an AI based peer to peer lending platform.,2017.0,"Debi Prasad Baral, Naveesh Reddy, Rohit Gajbhiye, Sunit Gajbhiye","Ravi Sanghvi, PitchRight Venture",2020,Mumbai,Maharashtra,India
Cashify,Online Retail,Exit Options,10000000.0,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,2009.0,"Amit Sethi, Mandeep Manocha, Nakul Kumar","Bessemer Venture Partners, CDH Investments",2020,Gurugram,Haryana,India
Etrio,Online Retail,Scaling,3000000.0,"Etrio is an electric vehicle company in India with tata ace electric, Electric Tata ace HT",2017.0,Deepak MV,HNIs,2020,Hyderabad,Telangana,India
Codeyoung,IT & Technology,Early Traction,3000000.0,Codeyoung provides live online coding classes for kids between the age of 5 - 17.,2019.0,"Shailendra Dhakad, Rupika Taneja",Guild Capital,2020,Bengaluru,Karnataka,India
StayQrious,IT & Technology,Early Traction,2000000.0,"Live online coding courses with social learning. Build coding skills, confident communication and leadership skills with your very own coach.",2020.0,"Aanand Srinivas, Avinash Anand, Shankar Ram A",Y Combinator,2020,Bengaluru,Karnataka,India
Sunstone Eduversity,IT & Technology,Scaling,3000000.0,India's Only Business School That Offers MBA & PGDM Programs With 100% Placement Assurance.,2014.0,"Ashish Munjal, Piyush Nangru",Prime Venture Partners,2020,Gurugram,Haryana,India
Infilect,Online Retail,Scaling,1500000.0,Infilect Technologies specialises in visual content intelligence by parsing large-scale visual content such as photos and videos,2015.0,"Anand Prabhu Subramanian, Vijay Gabale","Mela Ventures, 1Crowd",2020,Bengaluru,Karnataka,India
MobiGarage,Online Retail,Scaling,3000000.0,An ecommerce platform for refurbished electronics.,2017.0,"Vaibhav Kapoor, Pulkit Kapoor",Not recorded,2020,NCT Delhi,National Capital Territory,India
Samunnati,Agriculture,Exit Options,20000000.0,Samunnati is a financial service provider focused on agri value chains.,2014.0,Anil Kumar,"responsAbility, Accel",2020,Chennai,Tamil Nadu,India
WeInnovate Biosolutions,Online Retail,Early Traction,3000000.0,Startup working dedicatedly in the area of healthcare-therapeutic solutions.,2016.0,"Dr Milind Choudhari, Dr Prasad Bhagat, and Dr Anupama",Chiratae ventures,2020,Pune,Maharashtra,India
Yummy Corp,Online Retail,Scaling,12000000.0,"Yummy Corp is a food & beverages company that provides delicious, fresh, and creative food solutions for everyday corporate and group needs.",2017.0,Mario Suntanu,"Palm Drive Capital, Amatil X Ventures",2020,Tangerang,Banten,Indonesia
Smallcase,IT & Technology,Scaling,13400000.0,Smallcases are portfolios of stocks or ETFs created by India's top financial experts.,2015.0,"Anugrah Shrivastava, Rohan Gupta, Vasanth Kamath","Sequoia Capital India, Blume Ventures",2020,Bengaluru,Karnataka,India
Clairvolex,IT & Technology,Exit Options,2000000.0,Clairvolex is an IP solutions company that manages IP assets of large corporations using an IPAM model.,2006.0,Manoj Pillai,"JF Mauritius SPV, IndusAge Partners",2020,California,California,United States
Assiduus,Online Retail,Scaling,1000000.0,"Assiduus leverages its eCommerce experience to help build, grow and scale your brand on various eCommerce platforms",2017.0,Somdutta Singh,VC Firm K Partners,2020,Bengaluru,Karnataka,India
Brinton,IT & Technology,Exit Options,1300000.0,Brinton is one of the fastest growing Pharmaceutical Companies spreading its network worldwide.,2014.0,Rahul Darda,"India Alternatives Private Equity Fund, Tata Capital",2020,California,California,United States
AFK Gaming,Online Retail,Scaling,200000.0,AFK Gaming is a media and entertainment and gaming company located in Mumbai.,2012.0,Nishant Patel,Not recorded,2020,Mumbai,Maharashtra,India
Infarm,IT & Technology,Scaling,170000000.0,Infarm builds and distributes highly efficient vertical farms throughout cities to grow fresh produce right in your neighbourhood.,2013.0,"Erez Galonska, Guy Galonska, Osnat Michaeli","Bonnier Ventures, Hanaco Venture Capital",2020,Berlin,Berlin,Germany
Zuper,Online Retail,Early Traction,1100000.0,Zuper is a productivity suite for service businesses to mobile field workforce and automate all business operations.,2016.0,Vijay Narasiman,"Gemba Capital, Gunderson Dettmer",2020,Seattle,Washington,United States
mCaffeine,Online Retail,Scaling,2900000.0,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.",2015.0,"Tarun Sharma, Vikas Lachhwani","RPSG Ventures, Amicus Capital",2020,Mumbai,Maharashtra,India
Origa,IT & Technology,Exit Options,2000000.0,The charioteer of your growth at all times.,2013.0,Shrirang Tambe,"500 Startups, ah! Ventures",2020,Mumbai,Maharashtra,India
GullyBuy Software,IT & Technology,Scaling,543000.0,To deliver a solution that will provide shopping convenience to every consumer in India,2019.0,Shirish Deodhar,Not recorded,2020,Pune,Maharashtra,India
Recordent,IT & Technology,Early Traction,3000000.0,A technology-enabled platform that helps MSMEs to increase their business efficiency through collection of dues,2019.0,Harish Mamtani,Not recorded,2020,Hyderabad,Telangana,India
MPL,Online Retail,Scaling,90000000.0,Mobile Premier League is the mobile e-Sports platform based in India.,2018.0,"Shubham Malhotra, Sai Srinivas","Base Partners, GO Ventures",2020,Bengaluru,Karnataka,India
Penny,Online Retail,Early Traction,1300000.0,Offer various development solutions and mainly focus on helping startups,2020.0,"Iyad Aldalooj, Majid Aldalooj, Mohammed Ibrahim",Not recorded,2020,Riyadh,Riyadh,Saudi Arabia
Onsitego,Business Services,Scaling,30000000.0,Onsitego is a customer service company for device and appliance repairs.,2010.0,Kunal Mahipal,"Accel, Zodius Capital",2020,Mumbai,Maharashtra,India
Precily,Online Retail,Early Traction,3000000.0,Precily is Artificial Intelligence platform for enterprises that increases efficiency of workforce by providing AI based solutions.,2017.0,Bharath Rao,"Windrose Capital, Anil Advani",2020,California,California,United States
SmartClean,IT & Technology,Scaling,3400000.0,SmartClean Technologies is an AI company that offers data-driven cleaning operations designed for facilities.,2017.0,"Abhishek Mishra, Kush Agarwal, Lav Agarwal, Stella Hu","Seeds Capital, AIM Smart City",2020,Singapore,Singapore,Singapore
ClanConnect,Media & Entertainment,Early Traction,600000.0,"AI-driven influencer marketing platform ClanConnect.ai, which helps brands make their campaigns more data and result-oriented",2017.0,"Kunal Kishore Sinha, Sagar Pushp",Not recorded,2020,NCT Delhi,National Capital Territory,India
Servify,Online Retail,Scaling,23000000.0,Servify is a self-learning platform that provides device management services and warranty solutions.,2015.0,Sreevathsa Prabhakar,"Blume Ventures, Tetrao",2020,Mumbai,Maharashtra,India
ShareChat,Media & Entertainment,Scaling,40000000.0,ShareChat is a social networking and regional content platform.,2015.0,"Ankush Sachdeva, Bhanu Pratap Singh, Bhanu Singh, Farid Ahsan","Lightspeed venture partners, saif partners",2020,Bengaluru,Karnataka,India
Rephrase.ai,Online Retail,Early Traction,1500000.0,Rephrase.ai helps in creating high-quality videos and animations through an AI-powered visual dubbing tool.,2018.0,"Ashray Malhotra, Nisheeth Lahoti, Shivam Mangla","Techstars Bangalore Accelerator, Techstars",2020,Bengaluru,Karnataka,India
Melorra,Online Retail,Exit Options,8090000.0,"Buy Latest Gold, Diamond & Gemstone Jewellery Designs Online Rings, Earrings, Necklace",2015.0,"Saroja Yeramilli, R Krishnakumar","Shadows Holdings, Lightbox",2020,Bengaluru,Karnataka,India
FabHotels,Healthcare & Life Sciences,Scaling,1030000.0,FabHotels is a network of 3 star budget hotels in India,2014.0,"Adarsh Manpuria, Vaibhav Aggarwal","RB Investments Pte. Ltd, Goldman Sachs",2020,Gurugram,Haryana,India
EkAnek,IT & Technology,Exit Options,5040000.0,EkAnek Networks is a new startup that is focused on building the ecosystem for new age brands in lifestyle categories,2018.0,"Chandranshu Sinha, Kartik Sheth","Lightspeed India Partners, Sequoia Capital India",2020,NCT Delhi,National Capital Territory,India
Cub McPaws,Online Retail,Scaling,800000.0,Cub McPaws is a kids clothing brand.,2018.0,"Shah, Abhay Bhat",Venture Catalysts,2020,Mumbai,Maharashtra,India
Zimyo,IT & Technology,Early Traction,1500000.0,Employee experience platform that empowers organizations to manage and retain great talent!,2018.0,"Ajay Kadyan, Kumar Mayank","Abhishant Pant, Chiranth Patil",2020,Gurugram,Haryana,India
PumPumPum,Manufacturing,Exit Options,360000.0,Pumpumpum is a car rental company,2018.0,"Tarun Lawadia, Sameer Kalra",Not recorded,2020,Gurugram,Haryana,India
Burgerama,Online Retail,Scaling,3000000.0,Burgerama is a unit of Junket Foods Private Limited,2018.0,Kabir Bose,"Madison, Anicut",2020,Gurugram,Haryana,India
Moms Co,Healthcare & Life Sciences,Scaling,8000000.0,The Moms Co. creates a safe and natural formulated products for babies that are certified toxin-free,2016.0,"Malika Datt Sadani, Mohit Sadaani","DSG Consumer Partners, Saama Capital",2020,Gurugram,Haryana,India
DillyHub,Online Retail,Early Traction,1400000.0,A service that promotes and facilitates the works of independent comic artists,2018.0,Ji Cheol Ryu,"Kakao Ventures, Shinhan Capital",2020,Seoul,Seoul Capital Area,South Korea
FPL Technologies,IT & Technology,Scaling,10000000.0,FPL is on a mission to re-imagine credit and payments from first principles and is building a mobile-first credit card,2019.0,"Anurag Sinha, Rupesh Kumar, Vibhav Hathi","Matrix Partners India, Hummingbird Ventures",2020,Pune,Maharashtra,India
FITTR,Sports,Scaling,2000000.0,Fitness Social Network & Consultation Platform that helps you achieve your Health & Fitness goals.,2016.0,"Jitendra Chouksey, Sonal Singh, Jyoti Dabas, Bala Krishna Reddy, Rohit Chattopadhyay.",Surge,2020,Pune,Maharashtra,India
Illumnus,IT & Technology,Early Traction,100000.0,"An innovative EdTech startup from IITB & BITS alumni, offering B2B SaaS-based collaborative LMS for Schools and Universities",2018.0,"Akash Deep Singhal, Akshaya Singhal, Devashish Saxena, Gauri Dehnkar",23 High Networth Individuals (HNIs).,2020,Pune,Maharashtra,India
CashKaro,Online Retail,Scaling,10000000.0,Cashkaro is a coupons and cashback site rewarding customers for visiting online retailers through their site.,2012.0,"Rohan Bhargava, Swati Bhargava","Ratan Tata, Kalaari Capital",2020,Gurugram,Haryana,India
Newton School,IT & Technology,Early Traction,650000.0,Newton School is a platform to learn and develop skills,2019.0,"Nishant Chandra, Siddharth Maheshwari",Nexus Venture Partners,2020,Bengaluru,Karnataka,India
Airmeet,IT & Technology,Scaling,12000000.0,"Airmeet is an all-in-one events platform for virtual summits, meetups, and workshops that includes virtual social lounge",2019.0,"Lalit Mangal, Manoj Singh, Vinay Kumar Jasti","Global Founders Capital, Redpoint",2020,Bengaluru,Karnataka,India
Observe ai,IT & Technology,Scaling,54000000.0,"Observe.AI develops a voice AI platform for contact centers, turning agents into top performers.",2017.0,"Akash Singh, Sharath Keshava Narayana, Swapnil Jain","01 Advisors, Steadview Capital",2020,San Francisco,California,United States
InCred,Financial Services,Exit Options,5000000.0,"Provide loans for all your needs like personal loan for wedding, education loan, business loan",2016.0,Bhupinder Singh,"Pushpak Credit, Fiscal",2020,Mumbai,Maharashtra,India
Toppr,IT & Technology,Scaling,35000000.0,Toppr is an Indian educational technology and online tutoring firm,2013.0,"Zishaan Hayath, Hemanth Goteti","Kaizenvest, Foundation Holdings",2020,Mumbai,Maharashtra,India
CarTrade,Online Retail,Scaling,42500000.0,Buy and Sell Used Cars,2009.0,Vinay Sanghi,"Pincus, JP Morgan, Temasek, March Capital",2020,Mumbai,Maharashtra,India
LEAD School,IT & Technology,Scaling,28000000.0,Offers a high-end digital classroom system focused on enhancing the learning experience,2012.0,"Sumeet Mehta, Smita Deorah","Westbridge Capital, Elevar Equity",2020,Mumbai,Maharashtra,India
